listing_id,positive_rate
1000039,0.8571428571428571
1000074962707914133,0.55
1000085573090116607,0.4838709677419355
1000102098252710025,0.6
1000134858167506827,0.3611111111111111
10002834,0.4117647058823529
1000435158709174402,0.55
1000448625268643281,0.0
10005065,0.6
1000512975918982495,0.5777777777777777
1000561862285321576,0.875
1000576766010179859,0.6176470588235294
1000590114262830556,0.4666666666666667
1000622445676442351,0.5
1000679754407855385,0.65
10008132,0.6153846153846154
10009569,0.0
1001197109915956080,0.75
1001236256998280519,0.391304347826087
1001240471470062245,0.5135135135135135
1001247534304585553,0.6507936507936508
1001255100119859130,1.0
1001262282041905613,0.6
1001274928704907097,0.5925925925925926
1001373242196670331,0.3384615384615385
1001374177125572619,0.6829268292682927
1001379351767780610,0.2
1001437931547861290,0.6153846153846154
1001441897161629996,0.4074074074074074
1001491963229500587,0.4666666666666667
1001554063752289243,0.5
10015593,0.7105263157894737
1001825514158318040,1.0
1001877448156247538,0.0
1002001842714946390,0.6379310344827587
1002049145788661788,0.7857142857142857
1002073717219127943,0.0
1002125192619195155,0.6
1002125451985930031,1.0
1002554108444986431,0.0
1002578247235079092,0.1724137931034483
1002754310494155498,0.4
1002788871882945060,0.375
1002812227035662374,0.8333333333333334
1002817639347702290,0.35
1002825053752586792,0.6
1002835338999038433,0.75
1002854581574169376,0.4897959183673469
1002897,0.6923076923076923
1002966199312098146,0.0
1002987682964422932,0.0
1003046,0.75
10031508,0.38095238095238093
1003354701933690899,0.3333333333333333
1003392,1.0
1003442986134213814,0.7272727272727273
1003481522969182834,0.8666666666666667
1003493086705815344,1.0
1003509068364158699,0.6666666666666666
1003511101627468998,0.5675675675675675
1003517336954310844,0.5238095238095238
1003565825752286557,0.9333333333333333
10036819,0.7735849056603774
10039212,0.7142857142857143
1004027736938133345,0.3333333333333333
1004036871681686772,0.4444444444444444
1004092934245412570,0.75
1004105239752212678,0.45454545454545453
1004126418975818868,0.52
1004160362926288485,0.6666666666666666
1004171924137906106,0.65
1004182652577394012,0.5
1004188510040757626,0.9078947368421053
1004219584733104579,1.0
1004261160716446350,0.0
1004368153312176694,0.5142857142857142
1004467203059323830,1.0
10045947,0.25806451612903225
1004784696735657835,0.25
1004844,1.0
1004865456342066252,0.47058823529411764
1004867165226502350,0.9
10048894,0.375
1004890414959295763,0.5652173913043478
1004931124790957330,0.5
1005075882249037113,0.4864864864864865
10050843,0.5
1005105654153479558,0.6
1005126091231449863,0.7142857142857143
1005130899147774011,0.8032786885245902
1005146135576250123,0.7924528301886793
1005153368213110442,0.4090909090909091
10051665,1.0
10052431,0.7
1005478164708453768,1.0
1005485169773051932,1.0
1005609228305168916,0.6065573770491803
10056203,0.6
1005659993107126427,0.25
1005662719012264161,0.76
1005700721281473047,0.4642857142857143
1005747949747658869,1.0
1005857642379035707,0.0
1006160284028857787,0.16666666666666666
1006174692615160292,0.46153846153846156
1006209215120155508,0.0
1006282845376949884,0.5714285714285714
1006325478835929763,0.0
1006354861722223274,0.375
1006461997342978137,0.8
1006592820585437247,0.38461538461538464
1006622142730665891,0.6
1006879,0.6764705882352942
10069114,0.5625
1006920327022845922,0.5
1007026446799511488,1.0
1007091814323582411,0.42857142857142855
1007108255756333760,0.631578947368421
1007185021363912893,1.0
10071881,0.5
10074684,1.0
1007701271065653148,0.5
1007705268206536616,1.0
1007739438897334091,0.625
1007766789310443656,0.4696969696969697
1007874372915535913,0.58
1007905628657133903,0.8333333333333334
1007923481581202172,0.5
1007957510749231252,0.5
1007996831720007931,0.4827586206896552
1008155,0.3333333333333333
1008338704337043948,0.5789473684210527
1008389561238750388,0.6923076923076923
1008407529406119942,0.25
1008435065664701218,0.6
1008454441808813915,0.4489795918367347
1008490915045529080,0.5362318840579711
1008501833614212966,0.25
1008573776877449259,0.4
1008601350640184985,0.6666666666666666
1008653464953224471,0.9433962264150944
1008848,0.75
1009102780377309974,0.75
1009188483875108017,0.7441860465116279
1009191544281808173,0.0
1009193999569981512,0.0
1009199002829206970,1.0
1009231102028012872,0.0
1009337833037709058,0.6153846153846154
1009345177861272113,0.7924528301886793
1009388619499138742,1.0
1009396877615072656,0.6842105263157895
10094598,0.6666666666666666
1009836003821975342,0.5555555555555556
1009877582854958471,0.4444444444444444
1009877928869036990,0.5
1009886266782540892,0.5
1009901897477411952,0.4166666666666667
1009943801353263731,0.6666666666666666
1009953570134996470,0.0
1009957484070492791,0.0
1010026967196679786,0.4
1010041160436829906,0.4444444444444444
1010069615578768374,0.25806451612903225
1010080393643614434,0.7142857142857143
1010148255179606168,0.8333333333333334
1010564159715798889,0.25
1010615192120039734,0.75
1010722423752599864,1.0
1010796613107292501,0.4411764705882353
1010810573116918896,0.6666666666666666
1010828886532507093,0.5
1011338847505120068,0.7307692307692307
1011388129003256885,0.5
1011416942520085325,0.5
10114880,0.45
1011533366156668784,0.5
