cluster,latitude,longitude,accommodates,bedrooms,amenities_count
0,41.898760997727855,12.482486175182832,4.161943319838056,1.6153846153846154,45.19838056680161
1,41.89663936534026,12.478712212260822,8.380281690140844,3.478873239436619,37.985915492957744
2,41.89540652277376,12.484990230947965,3.031674208144797,1.2126696832579178,23.117647058823515
3,41.75343742756193,12.320493599317617,4.619047619047619,1.8095238095238095,35.666666666666664
