cluster,latitude,longitude,accommodates,bedrooms,amenities_count
0,41.89342605757139,12.482241815305157,2.898876404494382,1.0224719101123596,31.625468164794007
1,41.895767317987335,12.47963161625809,5.820359281437126,2.407185628742515,39.053892215568865
2,41.74742216263807,12.30552209210431,4.555555555555555,1.8333333333333333,29.444444444444443
