listing_id,is_hidden,positive_rate,price_clean,predicted_price,discount_pct,in_test_set,latitude,longitude,accommodates,bedrooms,amenities_count,room_type,neighbourhood_cleansed,number_of_reviews,property_type,residual,cluster
1314863,1,1.0,20.0,59.91633799532283,0.6662012287606557,0,41.92356,12.51594,1,1.0,33,Private room,II Parioli/Nomentano,24,Private room in rental unit,-39.91633799532283,1
1367130024572499936,1,1.0,128.0,378.32839788872,0.6616695952132851,0,41.73936881782643,12.244373336434364,10,5.0,8,Entire home/apt,X Ostia/Acilia,1,Boat,-250.32839788872,4
31580010,1,0.8461538461538461,112.0,325.9047456591568,0.6563413037343933,0,41.89257,12.50122,8,3.0,27,Entire home/apt,I Centro Storico,51,Entire rental unit,-213.90474565915676,3
1191807699545484536,1,0.8571428571428571,63.0,179.73504003067865,0.6494840405674562,0,41.969,12.44878,5,2.0,29,Entire home/apt,XV Cassia/Flaminia,11,Entire rental unit,-116.73504003067865,2
53486585,1,1.0,22.0,61.824486057165984,0.6441539363601387,0,41.882019,12.420577,2,1.0,15,Private room,XII Monte Verde,2,Private room in rental unit,-39.824486057165984,0
9379464,1,1.0,80.0,207.02918721306483,0.6135810555172218,0,41.91164311599796,12.50436957925558,5,3.0,49,Entire home/apt,II Parioli/Nomentano,9,Entire rental unit,-127.02918721306484,2
1455444585194930075,1,1.0,31.0,80.1276174993237,0.6131171627527594,0,41.8422682039572,12.600075250685135,1,1.0,30,Private room,VII San Giovanni/Cinecittà,1,Private room in rental unit,-49.127617499323705,0
34249299,1,0.8571428571428571,60.0,153.76675039017042,0.6097986082962996,0,41.88622,12.46845,2,3.0,30,Private room,I Centro Storico,28,Private room in home,-93.76675039017042,2
24307718,1,1.0,60.0,153.76675039017042,0.6097986082962996,0,41.8863,12.46799,2,1.0,15,Entire home/apt,I Centro Storico,5,Entire loft,-93.76675039017042,0
1373042121974829579,1,1.0,49.0,124.1652714140492,0.6053646930259463,0,41.8307437,12.5902004,5,2.0,31,Entire home/apt,VII San Giovanni/Cinecittà,0,Entire rental unit,-75.16527141404919,2
1065140796996554621,1,1.0,106.0,265.5351304130397,0.600806116180872,0,41.885897928467,12.464530443517,4,2.0,37,Entire home/apt,I Centro Storico,16,Entire rental unit,-159.53513041303972,2
1334072717817536581,1,1.0,129.0,321.01030436669777,0.5981437410412838,1,41.8819855,12.5202507,8,2.0,13,Entire home/apt,VII San Giovanni/Cinecittà,2,Entire rental unit,-192.01030436669777,0
35957311,1,1.0,62.0,152.8920384446739,0.5944850979115204,0,41.89623,12.45608,4,2.0,27,Entire home/apt,XIII Aurelia,7,Entire rental unit,-90.89203844467389,2
32078864,1,1.0,190.0,458.5198222862307,0.5856231491745789,0,41.888668060302734,12.471196174621582,4,2.0,46,Entire home/apt,I Centro Storico,44,Entire condo,-268.5198222862307,2
1019643,1,0.875,74.0,178.40179602154063,0.5852059696133044,1,41.90936,12.4794,4,1.0,30,Entire home/apt,I Centro Storico,320,Entire rental unit,-104.40179602154063,1
1884342,1,1.0,64.0,154.2708077217946,0.585145103308107,0,41.82128,12.46092,4,2.0,27,Entire home/apt,IX Eur,122,Entire condo,-90.2708077217946,0
20417194,1,1.0,36.0,86.08346894114418,0.5818012396246086,0,41.90764,12.54568,4,2.0,57,Entire home/apt,IV Tiburtina,252,Entire guesthouse,-50.083468941144176,2
851889691540886233,1,1.0,195.0,458.5198222862307,0.5747184952054889,0,41.896586,12.4800902,4,2.0,24,Entire home/apt,I Centro Storico,18,Entire condo,-263.5198222862307,0
879272792114661170,1,1.0,78.0,179.73504003067865,0.5660278597501838,0,41.90751,12.44578,4,1.0,45,Private room,I Centro Storico,3,Private room in rental unit,-101.73504003067865,1
1355004609939815341,1,0.8,117.0,268.90433511948265,0.5649010271700781,1,41.91796,12.49446,6,2.0,31,Entire home/apt,II Parioli/Nomentano,6,Entire rental unit,-151.90433511948265,2
50556639,1,1.0,110.0,250.0609702528681,0.5601072814811316,1,41.81386,12.60725,8,3.0,26,Entire home/apt,VII San Giovanni/Cinecittà,26,Entire condo,-140.06097025286812,3
1155647449857016187,1,0.7647058823529411,117.0,265.5351304130397,0.5593803357845473,1,41.91005029999999,12.4989332,4,2.0,48,Entire home/apt,I Centro Storico,31,Entire rental unit,-148.53513041303972,2
24824079,1,1.0,43.0,96.59929649280264,0.5548621826329365,0,41.78062,12.36593,6,2.0,57,Entire home/apt,X Ostia/Acilia,51,Entire rental unit,-53.59929649280265,4
37003011,1,0.8333333333333334,99.0,219.11108280478703,0.5481743838206385,1,41.887318,12.470718,4,1.0,53,Entire home/apt,I Centro Storico,20,Entire rental unit,-120.11108280478705,1
699683976435529891,1,1.0,45.0,98.6128173178365,0.54366986742746,0,41.9362497,12.5390127,2,1.0,47,Entire home/apt,III Monte Sacro,6,Entire condo,-53.6128173178365,1
41374778,1,0.8181818181818182,218.0,458.5198222862307,0.5245570869476748,0,41.89902,12.47148,12,4.0,49,Entire home/apt,I Centro Storico,75,Entire rental unit,-240.5198222862307,3
52712089,1,0.8235294117647058,218.0,458.5198222862307,0.5245570869476748,0,41.90941619873047,12.476094245910645,9,3.0,49,Entire home/apt,I Centro Storico,106,Entire condo,-240.5198222862307,3
1400016596976241362,1,1.0,105.0,219.11108280478703,0.5207910131431015,0,41.8949792,12.4928759,2,1.0,33,Entire home/apt,I Centro Storico,0,Entire rental unit,-114.11108280478705,1
1020164872676622686,1,1.0,86.0,178.40179602154063,0.5179420727938402,0,41.89728,12.47071,5,1.0,20,Private room,I Centro Storico,5,Private room in rental unit,-92.40179602154063,0
767956024532396981,1,1.0,45.0,93.32375401240458,0.5178076527652477,0,41.90562838710737,12.498701796058334,1,1.0,49,Private room,I Centro Storico,76,Private room in rental unit,-48.32375401240458,1
24318593,1,0.8571428571428571,490.0,1001.8467606376475,0.5109032446358077,0,41.91562,12.46502,11,5.0,42,Entire home/apt,I Centro Storico,91,Entire rental unit,-511.8467606376476,3
39940111,1,1.0,225.0,458.5198222862307,0.5092905713909488,0,41.90072,12.46605,4,2.0,34,Entire home/apt,I Centro Storico,73,Entire serviced apartment,-233.5198222862307,2
1409404766762553661,1,1.0,225.0,458.5198222862307,0.5092905713909488,0,41.9023337,12.4911157,8,3.0,52,Entire home/apt,I Centro Storico,0,Entire rental unit,-233.5198222862307,3
1498562072616504412,1,1.0,108.0,219.47819937651587,0.5079237924003308,0,41.8852993,12.5205921,6,3.0,35,Entire home/apt,VII San Giovanni/Cinecittà,0,Entire rental unit,-111.47819937651587,2
900821309519326298,1,0.8,76.0,153.76675039017042,0.5057449038419797,1,41.88734839703551,12.468749046454295,2,1.0,45,Private room,I Centro Storico,34,Private room in home,-77.76675039017042,1
1069560340539835794,1,0.875,78.0,154.2708077217946,0.4943955946567553,0,41.8699546,12.5337485,4,2.0,41,Entire home/apt,VII San Giovanni/Cinecittà,20,Entire rental unit,-76.2708077217946,2
1136686130105916497,1,1.0,109.0,214.75476899931408,0.4924443330972168,1,41.88792083496082,12.466487058171817,4,2.0,37,Entire home/apt,I Centro Storico,10,Entire rental unit,-105.75476899931408,2
1394387379524910431,1,1.0,55.0,107.51095805878442,0.4884242407185385,0,41.91864782543819,12.495387196540833,1,2.0,9,Private room,II Parioli/Nomentano,2,Private room in rental unit,-52.510958058784425,0
1263420227945110764,1,0.8,42.0,81.97799779909941,0.4876674092123119,1,41.85385402291782,12.47812359273889,1,1.0,45,Private room,VIII Appia Antica,4,Private room in rental unit,-39.97799779909941,1
887435005786593335,1,0.8888888888888888,42.0,81.97799779909941,0.4876674092123119,0,41.8549859,12.4789194,1,1.0,44,Private room,VIII Appia Antica,26,Private room in rental unit,-39.97799779909941,1
1360061989247788601,1,1.0,238.0,458.5198222862307,0.4809384710713146,0,41.9004791,12.4687525,4,1.0,31,Entire home/apt,I Centro Storico,2,Entire rental unit,-220.5198222862307,1
861528661375512602,1,1.0,58.0,111.06960435069716,0.477804928368452,0,41.902031741695744,12.50417109578848,2,1.0,10,Private room,I Centro Storico,7,Private room in rental unit,-53.06960435069715,0
853532521563289438,1,1.0,68.0,129.4509114113069,0.4747043550435711,1,41.89786424620248,12.518641613423824,4,1.0,42,Entire home/apt,II Parioli/Nomentano,24,Entire rental unit,-61.45091141130689,1
2812859,1,1.0,241.0,458.5198222862307,0.4743956786898606,0,41.88232,12.47613,11,4.0,49,Entire home/apt,I Centro Storico,131,Entire vacation home,-217.5198222862307,3
41139783,1,1.0,81.0,153.76675039017042,0.4732281212000045,0,41.90033,12.46759,2,1.0,20,Private room,I Centro Storico,28,Private room in rental unit,-72.76675039017042,0
1382691240340023942,1,1.0,82.0,153.76675039017042,0.4667247646716096,0,41.89001051605028,12.498046699419218,3,1.0,4,Entire home/apt,I Centro Storico,1,Entire rental unit,-71.76675039017042,0
1334633498308434942,1,1.0,202.0,378.32839788872,0.4660723299459655,1,41.8924219,12.4135502,11,5.0,52,Entire home/apt,XIII Aurelia,3,Entire rental unit,-176.32839788872002,3
16801928,1,0.7777777777777778,115.0,214.75476899931408,0.4645054890475223,0,41.90622,12.46046,4,2.0,29,Entire home/apt,I Centro Storico,56,Entire rental unit,-99.75476899931408,2
19421401,1,1.0,50.0,93.32375401240458,0.4642307252947196,1,41.88472,12.47038,1,1.0,17,Private room,I Centro Storico,52,Private room in condo,-43.32375401240458,0
3465987,1,0.9411764705882352,175.0,325.9047456591568,0.4630332870849893,0,41.88824844360352,12.494694709777832,6,3.0,29,Entire home/apt,I Centro Storico,147,Entire rental unit,-150.90474565915673,2
884814970116583952,1,1.0,28.0,52.06659040488928,0.4622271252589899,0,41.85567,12.70369,1,1.0,53,Entire home/apt,VI Roma delle Torri,3,Entire condo,-24.066590404889283,1
1386169512661607703,1,1.0,62.0,114.54380967338358,0.4587223859867229,0,41.91467,12.45019,2,1.0,7,Private room,I Centro Storico,1,Private room in condo,-52.54380967338358,0
1104924171522781824,1,0.8235294117647058,117.0,214.75476899931408,0.4551925410309575,0,41.8893477,12.4754018,6,2.0,48,Entire home/apt,I Centro Storico,18,Entire rental unit,-97.75476899931408,2
6535941,1,1.0,84.0,153.76675039017042,0.4537180516148196,0,41.89444,12.48967,2,1.0,8,Entire home/apt,I Centro Storico,3,Entire rental unit,-69.76675039017042,0
5576216,1,0.8333333333333334,118.0,214.75476899931408,0.4505360670226751,0,41.89465,12.4639,4,2.0,40,Entire home/apt,I Centro Storico,154,Entire rental unit,-96.75476899931408,2
23264086,1,1.0,146.0,265.5351304130397,0.4501669147396915,0,41.8975715637207,12.466419219970703,5,2.0,46,Entire home/apt,I Centro Storico,70,Entire rental unit,-119.53513041303972,2
6703530,1,1.0,180.0,325.9047456591568,0.4476913810017033,0,41.89845,12.46947,6,3.0,19,Entire home/apt,I Centro Storico,116,Entire rental unit,-145.90474565915673,2
37224872,1,1.0,70.0,126.17400045690114,0.4452105842208689,0,41.88144,12.47598,4,1.0,37,Entire home/apt,I Centro Storico,7,Entire rental unit,-56.17400045690114,1
983155846336536861,1,0.8,78.0,140.49970526125753,0.4448386930423809,0,41.9266379103457,12.462933837905966,4,2.0,26,Entire home/apt,II Parioli/Nomentano,12,Entire rental unit,-62.49970526125753,2
1432499928264761674,1,1.0,148.0,265.5351304130397,0.4426349546676325,0,41.8935289,12.4767324,5,2.0,35,Entire home/apt,I Centro Storico,1,Entire rental unit,-117.53513041303972,2
997740635717065993,1,1.0,28.0,50.205673434188,0.4422941057308246,0,41.8743425,12.5193175,1,1.0,50,Private room,VII San Giovanni/Cinecittà,36,Private room in rental unit,-22.205673434188,1
19466486,1,1.0,564.0,1001.8467606376475,0.4370396530093786,0,41.90650939941406,12.49411392211914,6,5.0,42,Entire home/apt,I Centro Storico,99,Entire rental unit,-437.8467606376476,3
587482510579131862,1,0.8333333333333334,70.0,124.1652714140492,0.4362352757513519,0,41.835228,12.56335,6,2.0,54,Entire home/apt,VII San Giovanni/Cinecittà,111,Entire condo,-54.16527141404919,2
1081613190185217052,1,1.0,87.0,153.76675039017042,0.4342079820296345,0,41.90088,12.4989,2,1.0,25,Private room,I Centro Storico,0,Private room in rental unit,-66.76675039017042,0
902848881697657343,1,0.7777777777777778,101.0,178.40179602154063,0.43386220176951,0,41.8960002,12.471204,6,1.0,42,Entire home/apt,I Centro Storico,25,Entire rental unit,-77.40179602154063,2
51100984,1,1.0,101.0,178.40179602154063,0.43386220176951,0,41.89482116699219,12.472314834594728,4,1.0,43,Entire home/apt,I Centro Storico,50,Entire condo,-77.40179602154063,1
684604127982614224,1,1.0,102.0,178.40179602154063,0.4282568770345547,0,41.90594,12.49845,5,1.0,38,Entire home/apt,I Centro Storico,32,Entire condo,-76.40179602154063,1
25173200,1,1.0,152.0,265.5351304130397,0.4275710345235144,0,41.897823,12.490681,5,2.0,21,Entire home/apt,I Centro Storico,95,Entire rental unit,-113.53513041303972,0
5787473,1,0.8461538461538461,263.0,458.5198222862307,0.4264152012258645,0,41.90506,12.48289,7,3.0,35,Entire home/apt,I Centro Storico,176,Entire rental unit,-195.5198222862307,3
1224654727321674292,1,1.0,30.0,52.26978870593853,0.4260546915776683,0,41.91797671666733,12.561702778871698,1,1.0,18,Private room,IV Tiburtina,2,Private room in rental unit,-22.269788705938524,0
659287741620313026,1,1.0,264.0,458.5198222862307,0.4242342704320465,0,41.9055542,12.4739543,6,3.0,37,Entire home/apt,I Centro Storico,34,Entire condo,-194.5198222862307,2
684588359330278026,1,0.8888888888888888,103.0,178.40179602154063,0.4226515522995994,0,41.89785,12.48965,4,1.0,41,Private room,I Centro Storico,70,Private room in condo,-75.40179602154063,1
938280341064646389,1,0.8571428571428571,104.0,179.73504003067865,0.4213704796669117,0,41.89522960000001,12.4366699,5,2.0,34,Entire home/apt,XIII Aurelia,29,Entire rental unit,-75.73504003067865,2
733000979408109634,1,1.0,101.0,174.3538386257528,0.4207182314075999,0,41.818769256171066,12.45054166764021,4,2.0,62,Entire home/apt,IX Eur,30,Entire condo,-73.35383862575281,2
1464220292992334473,1,1.0,72.0,124.1652714140492,0.4201277122013904,0,41.8482322,12.458517,6,2.0,34,Entire home/apt,XI Arvalia/Portuense,0,Entire rental unit,-52.16527141404919,2
19328604,1,1.0,189.0,325.9047456591568,0.4200759500517885,0,41.88814,12.49654,8,3.0,50,Entire home/apt,I Centro Storico,99,Entire rental unit,-136.90474565915673,3
956380336968750027,1,1.0,156.0,268.90433511948265,0.4198680362267708,1,41.9255508516942,12.514491118982958,5,3.0,8,Entire home/apt,II Parioli/Nomentano,10,Entire rental unit,-112.90433511948264,0
1080920125083829442,1,1.0,41.0,70.5529538171299,0.4188762088364129,1,41.79000740099586,12.409453350926198,2,1.0,18,Private room,IX Eur,2,Private room in rental unit,-29.552953817129904,4
28123178,1,0.8333333333333334,41.0,70.5529538171299,0.4188762088364129,1,41.7429,12.37368,2,1.0,51,Private room,X Ostia/Acilia,127,Private room in villa,-29.552953817129904,4
1067437280241172167,1,1.0,45.0,77.35041702097551,0.4182319665090219,0,41.9296,12.41902,2,1.0,32,Private room,XIV Monte Mario,2,Private room in rental unit,-32.35041702097551,1
1152861391976867036,1,1.0,89.0,152.8920384446739,0.4178898986149243,1,41.9079073,12.4541184,4,2.0,28,Entire home/apt,I Centro Storico,16,Entire condo,-63.89203844467389,2
293274,1,1.0,72.0,123.07328002103776,0.4149826835874323,0,41.8759,12.48786,3,0.0,26,Entire home/apt,I Centro Storico,9,Entire rental unit,-51.073280021037775,0
52058624,1,1.0,65.0,111.06960435069716,0.4147813852405065,1,41.89915,12.50207,2,1.0,18,Private room,I Centro Storico,6,Private room in guesthouse,-46.06960435069715,0
1208400450436546148,1,0.8333333333333334,90.0,153.76675039017042,0.4146979124444495,0,41.90867838323235,12.496925254445308,2,1.0,38,Private room,I Centro Storico,3,Private room in condo,-63.766750390170415,1
1054445,1,0.8571428571428571,90.0,153.76675039017042,0.4146979124444495,1,41.90818,12.4963,2,1.0,31,Private room,I Centro Storico,119,Private room in condo,-63.766750390170415,1
20053402,1,0.9411764705882352,269.0,458.5198222862307,0.4133296164629565,0,41.89566,12.47315,4,2.0,33,Entire home/apt,I Centro Storico,236,Entire rental unit,-189.5198222862307,2
888964482628574783,1,1.0,73.0,124.1652714140492,0.4120739304264098,0,41.8134909,12.6043545,4,2.0,55,Entire home/apt,VII San Giovanni/Cinecittà,48,Entire condo,-51.16527141404919,2
688251295040284753,1,1.0,32.0,54.42057705727413,0.4119871245333897,0,41.88669,12.54318,3,1.0,48,Entire home/apt,V Prenestino/Centocelle,3,Entire condo,-22.42057705727413,1
1507912557852753125,1,1.0,105.0,178.40179602154063,0.4114409028296886,0,41.9052383,12.500418,4,1.0,22,Private room,I Centro Storico,0,Room in hotel,-73.40179602154063,0
966704424353762718,1,1.0,55.0,93.32375401240458,0.4106537978241915,1,41.91066,12.499,1,1.0,48,Private room,II Parioli/Nomentano,10,Private room in rental unit,-38.32375401240458,1
10357341,1,1.0,75.0,127.21886300900206,0.4104647830825766,1,41.87281,12.47779,4,2.0,17,Entire home/apt,VIII Appia Antica,113,Entire rental unit,-52.218863009002064,0
999390727984277310,1,0.8333333333333334,104.0,176.3123431393027,0.4101377240626279,0,41.924314432973176,12.48389896005392,4,2.0,27,Entire home/apt,II Parioli/Nomentano,12,Entire rental unit,-72.3123431393027,2
843540787322481995,1,1.0,76.0,128.72341110659912,0.4095868082841397,1,41.9078934,12.4463305,3,1.0,38,Private room,I Centro Storico,19,Private room in condo,-52.72341110659912,1
1660134,1,1.0,91.0,153.76675039017042,0.4081945559160544,0,41.90023,12.47584,3,2.0,23,Entire home/apt,I Centro Storico,195,Entire rental unit,-62.766750390170415,0
52854920,1,1.0,158.0,265.5351304130397,0.4049751543073374,0,41.88349,12.46939,6,2.0,51,Entire home/apt,XII Monte Verde,7,Entire rental unit,-107.53513041303972,2
744952593513961756,1,1.0,56.0,94.10037044682193,0.4048907593658543,1,41.87468,12.46276,2,1.0,37,Entire home/apt,XII Monte Verde,7,Entire loft,-38.10037044682193,1
13820644,1,0.9285714285714286,531.0,891.2674638688807,0.4042192478394809,0,41.8961,12.49673,14,6.0,27,Entire home/apt,I Centro Storico,165,Entire rental unit,-360.26746386888067,3
1397873347367036600,1,1.0,32.0,53.58981212601631,0.4028715770685652,0,41.87678,12.5609,2,1.0,7,Private room,V Prenestino/Centocelle,2,Private room in rental unit,-21.589812126016305,0
1371865580056364385,1,1.0,32.0,53.58981212601631,0.4028715770685652,1,41.87629159999999,12.5619357,2,1.0,30,Private room,V Prenestino/Centocelle,0,Private room in rental unit,-21.589812126016305,0
41457600,1,1.0,32.0,53.58981212601631,0.4028715770685652,0,41.85961,12.61716,2,0.0,10,Private room,VI Roma delle Torri,1,Private room in rental unit,-21.589812126016305,0
1481154852487622452,1,1.0,63.0,104.97238411147234,0.3998421534077095,0,41.7512267,12.3205556,6,2.0,29,Entire home/apt,X Ostia/Acilia,1,Entire home,-41.97238411147234,4
673179231084214819,1,0.8571428571428571,108.0,179.73504003067865,0.3991154981156392,1,41.91099,12.44945,4,2.0,39,Entire home/apt,I Centro Storico,25,Entire condo,-71.73504003067865,2
19523680,1,0.875,69.0,114.54380967338358,0.3976103973078044,0,41.90888,12.4557,2,1.0,30,Hotel room,I Centro Storico,59,Room in serviced apartment,-45.54380967338358,1
11665547,1,1.0,326.0,538.8580588941196,0.3950169351293754,0,42.01901,12.57221,11,6.0,68,Entire home/apt,III Monte Sacro,39,Entire villa,-212.8580588941196,3
678202217563174634,1,0.8181818181818182,164.0,268.8547346174378,0.390005163073059,1,41.89508,12.44658,6,2.0,44,Entire home/apt,XIII Aurelia,58,Entire condo,-104.85473461743784,2
2410561,1,1.0,162.0,265.5351304130397,0.3899112341632194,0,41.88189,12.45903,5,2.0,59,Entire home/apt,XII Monte Verde,111,Entire vacation home,-103.53513041303972,2
1400666250937146528,1,1.0,74.0,121.18221540430385,0.3893493384890547,0,41.8608838,12.5512245,4,1.0,42,Entire home/apt,VII San Giovanni/Cinecittà,2,Entire condo,-47.18221540430385,1
7658266,1,1.0,94.0,153.76675039017042,0.3886844863308695,1,41.88411,12.46113,2,1.0,19,Entire home/apt,XII Monte Verde,14,Entire rental unit,-59.766750390170415,0
1486836255105955368,1,1.0,94.0,153.76675039017042,0.3886844863308695,0,41.89047,12.47254,2,1.0,8,Entire home/apt,I Centro Storico,2,Entire rental unit,-59.766750390170415,0
1357153897299667196,1,1.0,76.0,124.1652714140492,0.3879125851014677,0,41.81426829999999,12.6045565,5,3.0,13,Entire home/apt,VII San Giovanni/Cinecittà,1,Entire home,-48.16527141404919,0
21694258,1,0.7777777777777778,106.0,173.0909027480435,0.3876050195757723,0,41.8734,12.51374,6,3.0,52,Entire home/apt,VII San Giovanni/Cinecittà,80,Entire rental unit,-67.0909027480435,2
35378041,1,1.0,200.0,325.9047456591568,0.3863237566685592,0,41.88514,12.46447,4,3.0,61,Entire home/apt,I Centro Storico,159,Entire home,-125.90474565915672,2
5694023,1,1.0,73.0,118.40515798340223,0.3834728043669096,1,41.92138,12.44281,5,2.0,48,Entire home/apt,XIV Monte Mario,80,Entire rental unit,-45.40515798340223,2
720324859992056797,1,1.0,95.0,153.76675039017042,0.3821811298024745,0,41.89032,12.46844,2,0.0,28,Entire home/apt,I Centro Storico,8,Entire rental unit,-58.766750390170415,0
1127965315494074515,1,1.0,50.0,80.84751194777677,0.3815517782130715,1,41.8658,12.43854,4,1.0,13,Entire home/apt,XII Monte Verde,1,Entire rental unit,-30.847511947776766,0
1451427802410870747,1,1.0,80.0,128.72341110659912,0.3785124297727786,1,41.90758,12.44539,3,1.0,9,Private room,I Centro Storico,0,Private room in rental unit,-48.72341110659912,0
1255470,1,1.0,285.0,458.5198222862307,0.3784347237618684,0,41.9083,12.47065,8,3.0,38,Entire home/apt,I Centro Storico,74,Entire condo,-173.5198222862307,3
1302007137168967949,1,1.0,111.0,178.40179602154063,0.3778089544199565,0,41.9043153,12.4594946,5,1.0,34,Entire home/apt,I Centro Storico,2,Entire rental unit,-67.40179602154063,1
8577905,1,0.7857142857142857,163.0,261.77627560038803,0.3773308920903664,0,41.92655,12.48293,6,2.0,55,Entire home/apt,II Parioli/Nomentano,108,Entire rental unit,-98.77627560038805,2
669205170379193506,1,0.8,51.0,81.63516419852813,0.3752692176134616,1,41.9137414,12.4161536,4,1.0,47,Entire home/apt,XIV Monte Mario,59,Entire condo,-30.63516419852813,1
53393286,1,0.8571428571428571,204.0,325.9047456591568,0.3740502318019304,0,41.90464782714844,12.485052108764648,5,3.0,38,Entire home/apt,I Centro Storico,66,Entire vacation home,-121.90474565915672,2
1406528637560035479,1,1.0,88.0,140.49970526125753,0.3736641665093528,0,41.912520686566126,12.469010717252209,4,1.0,16,Entire home/apt,I Centro Storico,1,Entire home,-52.49970526125753,0
1208018866194494670,1,1.0,288.0,458.5198222862307,0.3718919313804143,1,41.90929502334648,12.490724028590074,7,3.0,46,Entire home/apt,I Centro Storico,3,Entire rental unit,-170.5198222862307,2
622963894067659272,1,1.0,72.0,114.54380967338358,0.3714195450168394,1,41.910122,12.450163,2,1.0,8,Private room,I Centro Storico,3,Private room in bed and breakfast,-42.54380967338358,0
984505010794501702,1,1.0,113.0,179.73504003067865,0.3712967711765483,0,41.9188365,12.4407935,6,2.0,13,Entire home/apt,XIV Monte Mario,5,Entire condo,-66.73504003067865,0
1268744568230636821,1,1.0,167.0,265.5351304130397,0.3710813339830718,0,41.8837007,12.5017761,5,2.0,24,Entire home/apt,I Centro Storico,1,Entire rental unit,-98.53513041303972,0
42499366,1,0.8,81.0,128.72341110659912,0.3707438351449383,0,41.90658,12.44502,4,1.0,46,Entire home/apt,I Centro Storico,105,Entire home,-47.72341110659912,1
24888965,1,0.875,111.0,176.3123431393027,0.3704354554899202,0,41.91751,12.49937,5,2.0,43,Entire home/apt,II Parioli/Nomentano,39,Entire condo,-65.3123431393027,2
28391056,1,0.8,91.0,143.83093191793142,0.3673127276132526,1,41.89108652707001,12.566890035632753,6,2.0,32,Entire home/apt,V Prenestino/Centocelle,86,Entire rental unit,-52.83093191793142,2
878212289937693646,1,1.0,136.0,214.75476899931408,0.3667195348735916,0,41.90502,12.50028,6,2.0,60,Entire home/apt,I Centro Storico,37,Entire condo,-78.75476899931408,2
33269068,1,0.8,164.0,258.7924695153717,0.3662875882473899,0,41.90476,12.44482,10,3.0,35,Entire home/apt,I Centro Storico,62,Entire rental unit,-94.79246951537176,3
26634681,1,1.0,80.0,126.17400045690114,0.3659549533952787,0,41.87433,12.4684,4,1.0,46,Entire home/apt,XII Monte Verde,204,Entire condo,-46.17400045690114,1
22243453,1,0.875,99.0,156.04768457170186,0.3655785392027986,0,41.87228,12.52951,6,2.0,58,Entire home/apt,VII San Giovanni/Cinecittà,98,Entire rental unit,-57.047684571701865,2
1235620936840487241,1,1.0,55.0,86.62880784031556,0.3651072735367374,0,41.88772680620876,12.531352870502536,2,1.0,27,Entire home/apt,V Prenestino/Centocelle,2,Entire condo,-31.62880784031556,0
1167376487205828960,1,0.8571428571428571,66.0,103.66172742538298,0.3633137162651699,1,41.9149407,12.4503072,3,1.0,34,Entire home/apt,I Centro Storico,4,Entire rental unit,-37.66172742538298,1
12924035,1,0.8,107.0,167.82427960994346,0.3624283670474321,0,41.93676,12.51289,5,2.0,46,Entire home/apt,II Parioli/Nomentano,79,Entire rental unit,-60.82427960994346,2
10844467,1,1.0,45.0,70.5529538171299,0.3621812048204532,0,41.86958,12.44803,2,1.0,32,Entire home/apt,XII Monte Verde,56,Entire rental unit,-25.552953817129904,1
626107329407676646,1,1.0,98.0,152.8920384446739,0.3590248321827257,0,41.917076,12.456307,3,2.0,41,Entire home/apt,I Centro Storico,10,Entire condo,-54.89203844467389,2
