cluster,latitude,longitude,accommodates,bedrooms,amenities_count
0,41.89422668529649,12.484317977422839,2.986111111111111,1.1319444444444444,19.291666666666668
1,41.892373318611966,12.481226621489691,9.571428571428571,3.5714285714285716,44.142857142857146
2,41.89334173766814,12.479156162910186,3.0,1.0,43.09701492537314
3,41.74742216263807,12.30552209210431,4.555555555555555,1.8333333333333333,29.444444444444443
4,41.895898523625675,12.479953004851662,5.046875,2.171875,40.4453125
