cluster,latitude,longitude,accommodates,bedrooms,amenities_count
0,41.74742216263807,12.30552209210431,4.555555555555555,1.8333333333333333,29.444444444444443
1,41.89400986022501,12.479963988203151,4.044334975369458,1.5172413793103448,44.1871921182266
2,41.890938687303674,12.483796745521751,8.148936170212766,3.3191489361702127,40.93617021276596
3,41.89554228014401,12.481988630200085,2.9456521739130435,1.1467391304347827,22.130434782608695
