cluster,latitude,longitude,accommodates,bedrooms,amenities_count
0,41.89627755274356,12.480621073403368,4.980392156862745,2.2352941176470584,20.215686274509807
1,41.898366442063356,12.473109911479167,5.104166666666666,2.1562499999999996,44.57291666666667
2,41.74742216263807,12.30552209210431,4.555555555555555,1.8333333333333333,29.444444444444443
3,41.89587969222327,12.472162408770059,9.91304347826087,3.6956521739130435,48.82608695652174
4,41.89666727895825,12.481493614999653,2.6307692307692303,0.9538461538461539,21.407692307692308
5,41.89309805131826,12.473006518088042,3.137931034482759,0.9999999999999999,44.0948275862069
6,41.85628959493429,12.589119828118159,3.7777777777777777,1.6111111111111112,35.27777777777778
